Time (s),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s),Absolute (rad/s)
5.95927625,8.91283989,-0.71904099,-5.462006092,10.47803633
5.96926525,8.586110115,-0.833942831,-5.978769779,10.49582944
5.97925425,8.215232849,-0.682144821,-6.511435032,10.50495876
5.98924325,7.929392815,-0.142179564,-6.957376003,10.54990835
5.99923325,7.683989525,0.655435443,-7.215079784,10.56080806
6.00922225,7.452762127,1.621530652,-7.26738739,10.53508161
6.01921125,7.169757366,1.960314274,-7.277234077,10.40222998
6.02920025,6.771557808,1.606477618,-7.209197998,10.02034437
6.03918925,6.29932785,1.295874834,-7.030851364,9.528572498
6.04917825,5.812186718,1.150143504,-6.968671799,9.146952015
6.05916725,5.065829277,1.03157413,-7.093574524,8.777560651
6.06915625,4.235198021,0.973995566,-7.305388927,8.500251586
6.07914525,3.314864397,0.850637197,-7.415057182,8.166699617
6.08913425,2.172997475,1.218095899,-7.598994732,7.996899185
6.09912325,0.972077131,1.275756955,-7.603936195,7.77125057
6.10911225,-0.272676378,0.968293428,-7.400831699,7.468885754
6.11910125,-1.612210393,0.870689809,-7.018277645,7.253519435
6.12909125,-2.98216176,0.693549633,-6.537545204,7.218988652
6.13908025,-3.943473577,0.707208931,-6.031070709,7.240507042
6.14906925,-4.129299641,1.085359454,-5.590148926,7.03412295
6.15905825,-3.564742565,1.722696424,-5.189526081,6.527346587
6.16904725,-2.537167072,2.166123867,-4.760072231,5.812709954
6.17903625,-1.259696722,2.08019948,-4.261694908,4.906741199
6.18902525,-0.278994352,1.460186601,-3.716500044,4.002793441
6.19901425,0.240358233,0.847482502,-3.174496889,3.294454306
6.20900325,0.26881358,0.511363864,-2.678805113,2.740392413
6.21899225,-0.079315767,0.528569937,-2.14052844,2.206250025
6.22898125,-0.763302386,0.605655372,-1.423979878,1.725447089
6.23897025,-1.773654699,0.435634106,-0.704750359,1.957626404
6.24896025,-2.948334694,-0.335041553,-0.047091521,2.967683932
6.25894925,-4.253315926,-1.710726976,0.624528766,4.62680444
6.26893825,-5.51590538,-2.996942759,1.469449162,6.447182245
6.27892725,-6.536351681,-3.916927099,2.400617838,7.989316441
6.28891625,-7.198459148,-4.3209939,3.231247663,8.996097146
6.29890525,-7.424375534,-4.765387058,3.952264309,9.666988107
6.30889425,-7.369452477,-5.054958344,4.601030827,10.05141375
6.31888325,-7.198612213,-5.013959408,5.050573826,10.12265295
6.32887225,-7.268557072,-5.157919407,5.206058025,10.32177769
6.33886125,-7.525130272,-5.376415253,5.012627602,10.51949913
6.34885025,-7.894844055,-5.727321148,4.545346737,10.7606202
6.35883925,-8.359939575,-5.967504978,3.889199495,10.98296764
6.36882925,-8.454605103,-5.969237328,3.256709576,10.8498064
6.37881825,-7.289792061,-4.977867603,2.633160353,9.211610479
6.38880725,-5.305278301,-4.105502605,2.055123091,7.016028821
6.39879625,-3.511901617,-3.624785662,1.797932029,5.357712538
6.40878525,-2.610828161,-3.136207819,1.806576133,4.462727921
6.41877425,-2.38922596,-2.840430975,1.910575271,4.174535504
6.42876325,-2.420652151,-2.438003778,1.986671805,3.968662763
6.43875225,-2.468080282,-1.961077094,1.92547977,3.693875471
6.44874125,-2.580040932,-1.523906112,1.786919475,3.488836805
6.45873025,-2.708536863,-1.285301208,1.695128798,3.444072122
6.46871925,-2.849326611,-1.212634206,1.67728126,3.521706444
6.47870825,-2.925883293,-1.221284509,1.711264729,3.602881607
6.48869825,-2.925685406,-1.594716668,1.80924809,3.791587398
6.49868725,-2.758292675,-2.050538301,1.928993702,3.941307208
6.50867625,-2.374527931,-2.582218409,1.973517299,4.025047246
6.51866525,-1.647252679,-3.135087252,1.869792461,4.004789297
6.52865425,-0.465679824,-3.467018604,1.583447576,3.839841393
6.53864325,0.988127291,-3.254804373,1.087501645,3.571107234
6.54863225,2.417154312,-2.81316638,0.204541594,3.714616712
6.55862125,3.833076239,-2.026428699,-0.855094433,4.419284242
6.56861025,5.477952003,-1.179989338,-1.882619262,5.911394783
6.57859925,7.146645546,-0.693328619,-2.712149858,7.675350415
6.58858825,8.702625275,-0.40388611,-3.315320492,9.321489185
6.598577625,10.02211857,-0.181424752,-3.801421165,10.72038145
6.608567625,10.89301491,0.064385027,-4.238317013,11.68868044
6.618556625,11.1814661,0.241678432,-4.646654606,12.11094512
6.628545625,11.01686192,0.467440188,-4.930696964,12.07897013
6.638534625,10.65760994,0.870977879,-5.037022114,11.82010338
6.648523625,10.48780823,2.050934076,-5.013712883,11.80414202
6.658512625,10.54678535,3.116636515,-5.057589054,12.10484661
6.668501625,10.68930912,3.554622173,-5.065407753,12.35131669
6.678490625,10.85231686,3.432369709,-4.960360527,12.4160831
6.688479625,10.99429607,2.491910696,-4.79786396,12.25168003
6.698468625,10.94216156,1.004048109,-4.582115173,11.90524219
6.708457625,10.62167072,-0.332582593,-4.34231472,11.47981695
6.718447625,9.97672081,-1.228033423,-4.062191963,10.8417908
6.728436625,9.055001259,-1.897505283,-3.707539082,9.96691628
6.738425625,8.033995628,-2.255848885,-3.388696194,9.00650886
6.748414625,6.826431751,-2.293542624,-3.057053328,7.823431681
6.758403625,5.577850819,-2.238118887,-2.634028673,6.561989253
6.768392625,4.441867828,-2.43874979,-2.138600349,5.500118344
6.778381625,3.323107004,-2.215515852,-1.529156804,4.276665896
6.788370625,2.065271616,-2.680230856,-0.78070277,3.472532376
6.798359625,0.935402632,-3.147449255,0.253944755,3.293311834
6.808348625,0.013675098,-3.407660246,1.7241503,3.819035168
6.818337625,-0.967896521,-3.170908928,3.431086302,4.771146646
6.828326625,-1.828001499,-2.852645636,4.97006321,6.015039893
6.838316625,-2.498334885,-2.751748323,6.1459589,7.182381697
6.848305625,-3.042290688,-2.641058683,7.091049194,8.155593312
6.858294625,-3.726040125,-2.451970339,8.01034832,9.168490266
6.868283625,-4.376632214,-2.526444197,8.838633537,10.18131979
6.878272625,-4.846081257,-2.773094416,9.645514488,11.14497671
6.888261625,-5.27618885,-3.480634928,10.44636726,12.20981479
6.898250625,-5.123254299,-4.125003815,11.09930229,12.90185655
6.908239625,-4.403740406,-4.638130665,11.29802513,12.98270224
6.918228625,-3.198373318,-5.064229488,10.81386948,12.36186819
6.928217625,-1.746250033,-5.035647869,9.892196655,11.23666736
6.938206625,-0.603230476,-4.070765018,9.029201508,9.922776562
6.948196625,-0.455505669,-2.562558889,8.481191635,8.871572861
6.958185625,-0.913769245,-0.693786144,7.755552292,7.839955663
6.968174625,-1.535828829,1.125327706,6.358414173,6.63736118
6.978163625,-2.268275499,2.470294237,4.671178818,5.750420759
6.988152625,-2.727811575,3.402634859,3.326497555,5.484930807
6.998141625,-2.753908634,3.993609667,2.612367868,5.509754697
7.008130625,-2.363724232,4.114253998,2.41612649,5.324654488
7.018119625,-1.974583268,3.88760519,2.381651402,4.968371624
7.028108625,-1.99529326,3.570196867,2.36564374,4.724803823
7.038097625,-2.383670568,3.440215111,2.368745565,4.809149711
7.048086625,-3.101757526,3.117604971,2.41719532,5.018285935
7.058076625,-3.69633317,2.84262085,2.443536758,5.264431981
7.068065625,-3.784271002,2.897638083,2.243075132,5.267674964
7.078054625,-3.564408779,3.140457392,1.639541864,5.025493021
7.088043625,-3.307941437,3.604643345,0.69973737,4.942222433
7.098032625,-3.040048361,4.340898991,-0.463997096,5.319830015
7.108021625,-2.84262538,5.214244366,-1.674203515,6.170236686
7.118010625,-2.390038013,6.49693203,-2.924840212,7.515124601
7.127999625,-1.270186186,8.098172188,-4.076649189,9.154934972
7.137988625,0.462670535,9.127473831,-4.800711632,10.32335579
7.147977625,2.266672134,9.581439972,-4.910194874,11.00235467
7.157966625,3.633485556,9.473638535,-4.789382458,11.22008149
7.167956625,4.318429947,9.203621864,-4.856040955,11.26661557
7.177945625,4.26109314,9.35779953,-5.21319294,11.52834365
7.187934625,3.649484873,10.09706497,-5.877939224,12.24008294
7.197923625,2.774679899,11.00350475,-6.800007343,13.22936375
7.207912625,1.863242269,11.73513985,-7.750982761,14.18671607
7.217901625,1.152808189,12.10274506,-8.388072014,14.77041491
7.227890625,0.793720841,11.91505909,-8.695960999,14.77221593
7.237879625,0.614834607,11.01417828,-8.611536026,13.99459529
7.247868625,0.521910548,10.07798862,-8.106864929,12.94447775
7.257857625,0.299570471,9.32623291,-7.360284805,11.88453429
7.267846625,-0.048812807,8.911737442,-6.733696938,11.16978609
7.277836625,-0.457714587,8.593346596,-6.247842789,10.63440868
7.287825625,-0.966690958,8.074304581,-5.90926075,10.05227579
7.297814625,-1.616599083,7.236341953,-5.722197533,9.365980037
7.307803625,-2.23701334,5.998601437,-5.455347061,8.411198454
7.317792625,-2.819060087,4.556851387,-4.932456017,7.282933248
7.327781625,-3.234912395,3.218597651,-4.275735855,6.253474726
7.337770625,-3.299614429,2.038046837,-3.607123852,5.296454736
7.347759625,-3.044970036,0.901268601,-2.896323919,4.298001844
7.357748625,-2.506061554,-0.287542552,-1.985947371,3.21045358
7.367737625,-1.60950768,-1.487274766,-0.706513882,2.302534053
7.377726625,-0.483299077,-2.782577038,0.851075232,2.949685071
7.387716625,0.803271353,-4.095027447,2.507523775,4.868487459
7.397705625,1.987933159,-5.342265129,4.002045155,6.96477138
7.407694625,2.846119642,-6.343878269,5.23475647,8.703324871
7.417683625,3.345660448,-7.19576025,6.264037132,10.10992436
7.427672625,3.612826109,-8.160617828,7.109093666,11.4099697
7.437661625,3.890501976,-9.209281921,7.819232464,12.69201621
7.447650625,4.230307579,-10.2408123,8.42131424,13.91719341
7.457639625,4.611639023,-11.14971638,8.900929451,14.99366316
7.467628625,4.984051228,-11.81888485,9.22111702,15.79733537
7.477617625,5.261469364,-12.42749977,9.362706184,16.42516598
7.487607625,5.472900867,-12.93697262,9.425456047,16.91617942
7.497596625,5.620977402,-13.12499237,9.361832619,17.07350935
7.507585625,5.530517101,-12.84397888,9.09396553,16.68096586
7.517574625,5.216724396,-12.04395676,8.480042458,15.62633123
7.527563625,4.742951393,-10.9443264,7.500413895,14.09007015
7.537552625,4.08597517,-9.708645821,6.304666042,12.27606658
7.547541625,3.326897144,-8.493376732,5.163172245,10.48160487
7.557530625,2.576754332,-7.349270821,4.255782127,8.87485921
7.567519625,1.85778594,-6.258593559,3.612149954,7.461165407
7.577508625,1.28979063,-5.22643137,3.076478958,6.200311888
7.587497625,1.158480883,-4.463370323,1.883559465,4.981119237
7.597488125,1.006491661,-4.511026859,0.811157107,4.692586136
7.607477125,0.987326741,-4.078462124,0.434439391,4.218697071
7.617466125,1.224764824,-4.168591976,0.404245138,4.363556127
7.627455125,1.748398662,-4.405916214,0.668197155,4.787011908
7.637444125,2.217776299,-4.038058281,1.031739473,4.721115624
7.647433125,2.455997467,-3.571190834,1.215759397,4.50148847
7.657422125,2.593965054,-2.961815119,1.111980319,4.091149438
7.667411125,2.605462074,-2.214173317,0.699301898,3.48998843
7.677400125,2.466374636,-1.417652249,-0.036811691,2.845012626
7.687389125,2.194360495,-0.961287379,-0.851227403,2.542416075
7.697378125,1.858313203,-0.821643472,-1.562606215,2.563233142
7.707368125,1.498966694,-0.720748842,-2.070808411,2.656054878
7.717357125,1.139551878,-0.43687579,-2.418978691,2.709408948
7.727346125,0.649529099,-0.023162505,-2.652844429,2.731301543
7.737335125,-0.02139697,0.767648458,-2.945377111,3.043844332
7.747324125,-0.806248367,2.010253668,-3.378638744,4.013272481
7.757313125,-1.635873556,3.331753969,-3.894813299,5.380170763
7.767302125,-2.442567348,4.595433235,-4.45319128,6.849456508
7.777291125,-3.200947523,5.725852013,-5.006354809,8.25197157
7.787280125,-3.837831736,6.677912235,-5.495038033,9.46144319
7.797269125,-4.308599472,7.507632256,-5.894184113,10.47234347
7.807259125,-4.70687151,8.140076637,-6.196688652,11.26119165
7.817248125,-5.036458015,8.537977219,-6.41526556,11.80756522
7.827237125,-5.317270756,8.653178215,-6.493274689,12.054604
7.837226125,-5.56371212,8.383757591,-6.315014362,11.87946507
7.847215125,-5.769411564,7.904971123,-5.88418293,11.41920693
7.857204125,-5.916692734,7.301303387,-5.270291328,10.77461158
7.867193125,-5.923112392,6.547564507,-4.580978394,9.946819815
7.877182125,-5.830546379,5.696171284,-3.814005852,8.99934881
7.887171125,-5.655504227,4.791641235,-3.071405888,8.023595697
7.897160125,-5.406988621,4.082940578,-2.469564915,7.211427083
7.907150125,-5.174352169,3.343217373,-2.00674057,6.479045492
7.917139125,-4.894928932,2.672148705,-1.644183874,5.814124918
7.927128125,-4.602881432,2.175867796,-1.342355609,5.265248021
7.937117125,-4.286921024,1.575376749,-1.065028548,4.68975368
7.947106125,-3.932620525,0.803544939,-0.803919196,4.093589469
7.957095125,-3.616637468,-0.037418339,-0.607042491,3.667419705
7.967084125,-3.304442406,-0.824980855,-0.522664547,3.445738129
7.977073125,-1.881195188,-1.487718105,-1.18008852,2.67297763
7.987062125,-0.782646239,-2.83614254,-1.717328191,3.406678112
7.997051125,0.221774653,-4.210788727,-2.540199995,4.922655961
8.007041125,0.717325807,-5.393217564,-3.064226866,6.244264431
8.017030125,0.629220724,-5.522186756,-2.787332535,6.217691529
8.027019125,0.501182854,-3.815678358,-1.993287802,4.334026055
8.037008125,-0.090701334,-3.088235617,-1.08071363,3.273128153
8.046997125,-1.024365902,-3.156589508,-0.577619672,3.368534891
8.056986125,-1.925848961,-2.93672204,-0.465074092,3.542530801
8.066975125,-2.655999422,-2.442091227,-0.380507529,3.628075036
8.076964125,-3.188361168,-1.771494985,-0.464122176,3.676853385
8.086953125,-3.491754055,-1.383322239,-0.459920496,3.783841125
8.096942125,-3.50459981,-1.111556411,-0.437190384,3.702554917
8.106931125,-3.230268717,-0.636777639,-0.543031037,3.33691541
8.116921125,-2.726752281,-0.412784904,-0.573501468,2.816819716
8.126910125,-2.182654619,-0.654723227,-0.476522744,2.328028697
8.136899125,-2.491328001,-0.290308893,-0.97623229,2.69147245
8.146888125,-2.546129465,0.295541525,-1.197388649,2.829109334
8.156877125,-2.592527151,0.702631235,-1.408145547,3.03278116
8.166866125,-3.252334118,-0.404167533,-1.761708617,3.720839403
8.176855125,-3.353132248,-1.243361115,-1.825843573,4.01536393
8.186844125,-2.936614513,-1.083442807,-1.599215508,3.514974162
8.196833125,-2.108845234,-0.169991821,-1.167880058,2.416623527
8.206822125,-0.873773515,0.853785872,-0.547227144,1.338614216
8.216812125,0.596407592,1.327215433,0.134311885,1.461246901
8.226801125,2.167887926,1.559391975,0.843597949,2.800553319
8.236790125,3.696220636,2.102971315,1.611494064,4.547686056
8.246779125,5.163808346,2.812440634,2.37529707,6.341669742
8.256768125,6.650616169,3.310296297,3.114055872,8.055190934
8.266757125,8.079860687,3.93207407,3.864381552,9.781554068
8.276746125,9.247556686,4.256848812,4.541473389,11.14733363
8.286735125,9.696454048,3.964215755,5.002717972,11.60876457
8.296724125,9.525780678,3.841191769,5.130199909,11.48103666
8.306714125,9.206869125,3.815114975,4.733523369,11.03303153
8.316703125,8.860955238,3.603456736,4.098704815,10.40676748
8.326692125,8.495745659,3.128928185,3.413481236,9.675729431
8.336681125,7.773826599,2.231552362,2.737830162,8.538613467
8.346670125,6.723601341,0.764265478,2.111796379,7.088765807
8.356659125,4.935019493,-0.673790812,1.626351357,5.239602102
8.366648125,3.055312634,-1.68528533,1.078560233,3.652179364
8.376637125,1.382688403,-2.429646254,0.403887749,2.824558984
8.386626125,-0.049331613,-2.779947042,-0.313324422,2.797983445
8.396615125,-1.08725369,-2.617604494,-0.991631031,3.002882944
8.406605125,-1.746758938,-2.184453964,-1.459150553,3.154699074
8.416594125,-2.073807478,-1.827149987,-1.709185004,3.249687356
8.426583125,-2.155797958,-1.645687342,-1.775404215,3.24157551
8.436572125,-2.134963274,-1.637417078,-1.665941119,3.164579385
8.446561125,-2.088442326,-1.680392742,-1.471570253,3.057912707
8.456550125,-2.033307314,-1.598920226,-1.27481854,2.883755682
8.466539125,-1.97255373,-1.246141195,-1.054758072,2.560537187
8.476528125,-1.885293961,-0.531998515,-0.842669964,2.132474714
8.486517125,-1.725011349,0.302756518,-0.661089242,1.871994831
8.496506125,-1.478255987,0.801832795,-0.496579885,1.75350169
8.506496125,-1.12754941,0.889586627,-0.327736259,1.473140555
8.516485125,-0.736149073,0.642600656,-0.135482997,0.986512393
8.526474125,-0.138432369,-0.225166664,0.527048111,0.589612804
8.536463125,0.155673265,-0.457749158,0.928843081,1.047147519
8.546452125,0.218310028,-0.728857398,0.919885814,1.193768104
8.556441125,0.199679822,-0.989849627,0.924587786,1.369137279
8.566430125,0.057873685,-0.807327747,0.695750892,1.067331607
8.576419125,-0.099470951,-0.551998615,0.458295077,0.724314379
8.586408125,-0.238627762,-0.277271986,0.22900863,0.431587668
8.596397375,-0.384158164,-0.161388233,0.017996835,0.41707019
8.606386375,-0.495048732,-0.174746916,-0.119267017,0.538362659
8.616375375,-0.512929916,-0.251128197,-0.188378423,0.601372514
8.626364375,-0.458076537,-0.302396178,-0.176241606,0.576488218
8.636353375,-0.392044395,-0.295719802,-0.07546638,0.496834161
8.646342375,-0.33433634,-0.145650417,0.034981035,0.366358438
8.656331375,-0.288346112,0.078712963,0.114711061,0.320152836
8.666320375,-0.252864271,0.258782327,0.146724403,0.390431406
8.676309375,-0.204526231,0.482396543,0.117975086,0.537080557
8.686298375,-0.166410267,0.655430138,0.083388343,0.681347678
8.696288375,-0.104345702,0.759675324,0.06900622,0.769906801
8.706277375,-0.000289075,0.794338524,0.098898336,0.800471521
8.716266375,0.108774334,0.75969106,0.154130131,0.782763348
8.726255375,0.159520075,0.690861404,0.173320338,0.729915114
8.736244375,0.181753963,0.685634613,0.130092993,0.721147358
8.746233375,0.215109244,0.706558764,0.057469916,0.740810411
8.756222375,0.24665311,0.704352796,0.011283915,0.746376543
8.766211375,0.220797017,0.617918074,-0.013539676,0.656321104
8.776200375,0.109866112,0.515024364,-0.046299763,0.528643856
8.786190375,-0.047362924,0.468483001,-0.046147965,0.473127048
8.796179375,-0.113573804,0.285680443,-0.018354099,0.307975969
8.806168375,-0.442023575,0.235041246,-0.041189641,0.50232043
8.816157375,-0.537494242,-0.104128808,-0.098647907,0.556304124
8.826146375,-0.473362654,-0.331653863,-0.091738604,0.585220009
8.836135375,-0.335433841,-0.397319525,-0.07773634,0.525758125
8.846124375,-0.140080869,-0.338006139,-0.024285635,0.366688685
8.856113375,0.027233565,-0.284939259,0.048304919,0.290285056
8.866102375,0.075577125,-0.255375504,0.077096626,0.277258796
8.876091375,0.034286693,-0.196082428,0.058649611,0.207517885
